GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,CTY_SUBA,COUSUBCC,PLACEA,PLACECC,PLACEDC,TRACTA,TRBL_CTA,BLCK_GRPA,TRBL_BGA,C_CITYA,AIANHHA,RES_ONLYA,TRUSTA,AIANHHCC,AITSCE,TRBL_SUBA,ANRCA,MSA_CMSAA,CMSA,MACCI,PMSAA,NECMAA,NECMACCI,URB_AREAA,UATYPE,URBRURALA,CD106A,CD108A,CD109A,ZIP3A,ZCTAA,AREALAND,AREAWATR,NAME,FUNCSTAT,INTPTLAT,INTPLON,LSADC,MACC,UACP,GMH001,GMH002,GMH003,GMH004,GMH005,GMH006,GMH007,GMH008,GMH009,GMH010,GMH011,GMH012,GMH013,GMH014,GMH015,GMH016,GMH017,GMH018,GMH019,GMH020,GMH021,GMH022,GMH023,GMH024,GMH025,GMH026
"G0201800","2000","US","4","9","Alaska","02","Nome","180",,,,,"A",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"59572081811","13681400029","Nome Census Area","S","+64809165","-164346772","05",,,36,88,21,3,180,256,51,50,30,405,132,77,281,12,4,7,0,119,65,19,20,27,779,114,102,229
"G0201850","2000","US","4","9","Alaska","02","North Slope","185",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"230035263166","15398849303","North Slope Borough","A","+70599509","-153940111","04",,,55,207,7,7,85,227,24,47,54,404,43,82,400,8,30,5,1,105,55,19,27,44,613,54,97,290
"G0201880","2000","US","4","9","Alaska","02","Northwest Arctic","188",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"92976270484","12596823585","Northwest Arctic Borough","A","+66822031","-160646404","04",,,300,107,3,6,83,178,25,26,18,270,39,77,161,46,2,2,2,81,91,14,47,24,541,41,104,139
"G0202010","2000","US","4","9","Alaska","02","Prince Of Wales-Outer Ketchikan","201",,,,,"A",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"19193422932","13715730157","Prince of Wales-Outer Ketchikan Census Area","S","+55552229","-132584730","05",,,449,229,103,39,127,97,16,17,34,132,68,68,88,58,34,34,5,181,74,22,23,24,414,94,61,123
"G0202200","2000","US","4","9","Alaska","02","Sitka","220",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"7443577063","5018227281","Sitka City and Borough","C","+57079871","-135331757","03",,,355,231,143,44,217,152,44,29,96,370,178,161,173,52,22,46,10,259,93,28,119,95,1044,176,131,84
"G0202320","2000","US","4","9","Alaska","02","Skagway-Hoonah-Angoon","232",,,,,"A",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"20451795008","9013806170","Skagway-Hoonah-Angoon Census Area","S","+58321676","-135458953","05",,,187,108,54,0,51,124,2,18,28,71,105,18,66,26,22,23,7,81,83,6,19,24,200,82,16,50
"G0202400","2000","US","4","9","Alaska","02","Southeast Fairbanks","240",,,,,"A",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"64270183513","637996435","Southeast Fairbanks Census Area","S","+63607284","-143910084","05",,,79,110,29,16,77,120,21,24,63,139,77,82,193,12,12,24,8,102,76,4,36,37,277,115,52,147
"G0202610","2000","US","4","9","Alaska","02","Valdez-Cordova","261",,,,,"A",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"88886050122","15229266352","Valdez-Cordova Census Area","S","+61458662","-145325925","05",,,258,360,124,89,180,465,32,39,152,238,139,179,246,43,38,49,43,258,163,53,86,136,543,226,154,170
"G0202700","2000","US","4","9","Alaska","02","Wade Hampton","270",,,,,"A",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"44530953609","6412136001","Wade Hampton Census Area","S","+62084927","-163736818","05",,,19,67,9,4,138,119,19,15,11,244,14,42,173,2,4,5,0,123,37,8,8,4,525,42,43,150
"G0202800","2000","US","4","9","Alaska","02","Wrangell-Petersburg","280",,,,,"A",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"15112433221","8252397782","Wrangell-Petersburg Census Area","S","+56714340","-133073562","05",,,477,209,160,14,91,150,37,7,53,143,62,73,167,67,13,74,3,194,67,52,47,43,454,163,89,122
"G0202820","2000","US","4","9","Alaska","02","Yakutat","282",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"19814593290","4684825424","Yakutat City and Borough","A","+59793489","-140271248","03",,,126,32,17,0,8,42,5,3,0,11,22,6,15,10,0,8,0,13,22,0,6,0,51,21,7,15
"G0202900","2000","US","4","9","Alaska","02","Yukon-Koyukuk","290",,,,,"A",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"377878437401","5031897827","Yukon-Koyukuk Census Area","S","+65129566","-151854704","05",,,66,131,11,3,79,167,39,13,30,272,66,66,215,2,7,12,0,89,68,14,3,41,513,78,69,222
"G0400010","2000","US","4","8","Arizona","04","Apache","001",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"29020502286","35069942","Apache County","A","+35645278","-109449620","06",,,411,1674,251,118,557,987,117,222,209,1822,586,372,954,97,117,178,51,772,197,122,244,255,4037,816,175,1128
"G0400030","2000","US","4","8","Arizona","04","Cochise","003",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"15978796535","127742070","Cochise County","A","+31750272","-109904319","06",,,1091,2807,1101,442,3028,1588,547,570,1874,2112,1944,1286,3782,327,357,548,173,3236,520,477,1125,1485,6528,2282,1103,2293
"G0400050","2000","US","4","8","Arizona","04","Coconino","005",,,,,"0",,,,,,,,,,,,,"2620","99","N","9999","9999","9",,,,,,,,,"48218904679","113408657","Coconino County","A","+35771440","-111511062","06",,,700,3883,1917,647,3778,2392,434,1050,1786,4711,4826,1157,1958,257,382,964,263,3530,599,417,1117,1504,10207,4209,1026,1796
"G0400070","2000","US","4","8","Arizona","04","Gila","007",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"12348294231","72606847","Gila County","A","+33714683","-110977311","06",,,1165,1844,534,300,983,613,82,402,593,851,994,444,1048,205,176,213,77,1097,201,120,457,443,2687,1469,376,677
"G0400090","2000","US","4","8","Arizona","04","Graham","009",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"11989870698","30635420","Graham County","A","+32865056","-109816242","06",,,1342,827,238,156,596,234,88,110,204,666,348,245,653,90,103,95,54,730,102,60,205,189,1996,615,216,530
"G0400110","2000","US","4","8","Arizona","04","Greenlee","011",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"4783710414","3665171","Greenlee County","A","+33068497","-109273764","06",,,1361,284,47,14,48,79,22,19,65,93,45,42,61,304,41,12,24,138,33,29,27,44,346,108,60,114
"G0400120","2000","US","4","8","Arizona","04","La Paz","012",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"11654826790","34717106","La Paz County","A","+33863604","-114045079","06",,,493,334,256,47,474,266,62,110,200,261,488,163,441,82,53,58,34,360,58,52,126,109,808,741,102,389
"G0400130","2000","US","4","8","Arizona","04","Maricopa","013",,,,,"0",,,,,,,,,,,,,"6200","99","N","9999","9999","9",,,,,,,,,"23836016480","54722478","Maricopa County","A","+33494514","-112087906","06",,,7249,109298,116698,38820,94002,50285,24626,59190,93832,60622,68857,34190,33395,1902,13957,48711,15049,78634,22467,20583,76304,70770,169273,58743,30146,29689
"G0400150","2000","US","4","8","Arizona","04","Mohave","015",,,,,"0",,,,,,,,,,,,,"4120","99","N","9999","9999","9",,,,,,,,,"34476991534","409405407","Mohave County","A","+35285985","-114082709","06",,,514,5160,3202,1033,4121,2662,524,1078,1679,2038,6619,1917,1451,88,689,1064,275,4207,814,454,1692,1454,7032,8401,1063,1286
"G0400170","2000","US","4","8","Arizona","04","Navajo","017",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"25778620688","16344185","Navajo County","A","+35406314","-110256683","06",,,926,3022,1238,322,1947,1720,218,425,644,2060,1197,681,1305,179,272,367,160,1908,343,177,687,471,5458,1960,463,1425
"G0400190","2000","US","4","8","Arizona","04","Pima","019",,,,,"0",,,,,,,,,,,,,"8520","99","N","9999","9999","9",,,,,,,,,"23792316898","6644112","Pima County","A","+32178410","-111088624","06",,,2576,26517,24834,6724,23189,11533,5027,8748,21990,25504,18929,9132,12823,616,3314,10380,2331,21328,4969,4841,12346,16926,58103,19818,9470,8800
"G0400210","2000","US","4","8","Arizona","04","Pinal","021",,,,,"0",,,,,,,,,,,,,"6200","99","N","9999","9999","9",,,,,,,,,"13907185407","11653422","Pinal County","A","+32965668","-111498113","06",,,3229,5223,5223,969,2958,1652,573,891,2412,2360,3212,1453,3467,612,537,2256,406,3800,826,679,1698,1691,7753,3520,1208,2683
"G0400230","2000","US","4","8","Arizona","04","Santa Cruz","023",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"3205457073","1227457","Santa Cruz County","A","+31481900","-110905734","06",,,259,902,659,753,1227,645,55,408,561,409,557,351,666,104,70,307,377,1030,170,55,344,276,1435,667,195,393
"G0400250","2000","US","4","8","Arizona","04","Yavapai","025",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"21039252624","11603654","Yavapai County","A","+34650332","-112414707","06",,,1810,6983,3534,1095,4644,2056,733,1645,2768,4100,3862,1929,1636,339,966,1229,627,4575,707,681,2204,2282,9420,4736,2041,1496
"G0400270","2000","US","4","8","Arizona","04","Yuma","027",,,,,"0",,,,,,,,,,,,,"9360","99","N","9999","9999","9",,,,,,,,,"14281424443","12613327","Yuma County","A","+32684752","-114388951","06",,,3304,3211,1867,1439,3421,1844,341,596,1675,2353,2070,1287,3282,1044,461,609,661,3546,624,381,1271,1269,7138,2510,1012,1997
"G0500010","2000","US","3","7","Arkansas","05","Arkansas","001",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2560177487","117328433","Arkansas County","A","+34359997","-091429413","06",,,951,499,1216,158,463,299,75,68,194,287,74,236,303,127,38,789,49,733,124,54,377,164,1295,292,162,270
"G0500030","2000","US","3","7","Arkansas","05","Ashley","003",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2385761562","46447703","Ashley County","A","+33185420","-091785346","06",,,637,877,2117,139,472,380,70,96,144,156,178,232,101,74,76,557,59,661,136,64,243,198,1259,255,256,199
"G0500050","2000","US","3","7","Arkansas","05","Baxter","005",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1435789253","83859190","Baxter County","A","+36312200","-092354317","06",,,214,1157,1801,210,995,389,275,327,433,711,543,415,225,18,82,1275,115,1057,127,182,392,392,2524,641,394,194
"G0500070","2000","US","3","7","Arkansas","05","Benton","007",,,,,"0",,,,,,,,,,,,,"2580","99","N","9999","9999","9",,,,,,,,,"2191114121","88700645","Benton County","A","+36354146","-094246822","06",,,1676,4366,9888,1219,8486,2877,514,1212,2518,2065,1746,1816,965,652,448,4784,712,7617,1042,298,2351,1952,8065,2141,1837,724
"G0500090","2000","US","3","7","Arkansas","05","Boone","009",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1531141397","27563192","Boone County","A","+36285221","-093065891","06",,,414,1088,1849,404,1104,806,121,225,362,697,492,353,206,60,111,720,323,1061,571,175,461,211,2012,764,403,174
"G0500110","2000","US","3","7","Arkansas","05","Bradley","011",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1685119713","9715126","Bradley County","A","+33520920","-092141138","06",,,409,219,639,120,285,139,30,52,81,248,58,144,90,86,27,312,34,250,52,10,90,91,846,110,90,112
"G0500130","2000","US","3","7","Arkansas","05","Calhoun","013",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1627223264","11050088","Calhoun County","A","+33595502","-092510135","06",,,177,245,350,16,94,149,6,7,40,45,12,76,79,17,8,246,18,146,48,17,36,16,349,41,48,69
"G0500150","2000","US","3","7","Arkansas","05","Carroll","015",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1632402948","22109108","Carroll County","A","+36364131","-093566034","06",,,619,705,1814,209,609,348,118,184,231,258,573,372,158,154,27,1248,88,906,116,94,324,223,1179,837,170,162
"G0500170","2000","US","3","7","Arkansas","05","Chicot","017",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1668022627","121360211","Chicot County","A","+33309088","-091309446","06",,,575,218,323,142,330,188,29,76,66,248,79,120,118,44,24,342,53,202,74,31,151,109,990,169,93,149
"G0500190","2000","US","3","7","Arkansas","05","Clark","019",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2241461032","44470582","Clark County","A","+34068954","-093157703","06",,,396,476,1480,185,657,294,91,153,176,958,273,337,112,85,52,711,26,633,108,48,397,110,2161,387,202,188
"G0500210","2000","US","3","7","Arkansas","05","Clay","021",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1655774222","5484984","Clay County","A","+36364388","-090400570","06",,,535,408,1393,143,349,394,43,61,118,173,98,153,86,92,15,1001,104,381,72,113,198,99,1087,161,120,120
"G0500230","2000","US","3","7","Arkansas","05","Cleburne","023",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1432389875","100649118","Cleburne County","A","+35535227","-092060882","06",,,265,929,1228,259,616,501,67,112,266,320,231,325,234,46,37,947,42,708,125,81,226,155,1204,372,253,190
"G0500250","2000","US","3","7","Arkansas","05","Cleveland","025",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1548136778","2753551","Cleveland County","A","+33904731","-092216337","06",,,289,222,687,49,108,222,9,39,53,107,30,79,119,54,23,252,12,264,57,19,101,63,620,51,38,75
"G0500270","2000","US","3","7","Arkansas","05","Columbia","027",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1984225864","1935498","Columbia County","A","+33249422","-093229778","06",,,469,451,1885,262,612,362,65,121,205,510,238,322,163,91,35,789,102,641,79,33,211,166,1866,479,237,187
"G0500290","2000","US","3","7","Arkansas","05","Conway","029",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1440420568","27231140","Conway County","A","+35207694","-092713984","06",,,378,632,1208,225,408,380,72,120,234,319,197,205,120,86,56,559,31,553,180,60,273,237,1294,353,241,133
"G0500310","2000","US","3","7","Arkansas","05","Craighead","031",,,,,"0",,,,,,,,,,,,,"3700","99","N","9999","9999","9",,,,,,,,,"1841065959","5533069","Craighead County","A","+35828198","-090631993","06",,,885,2270,5159,1292,2695,1546,432,962,1249,2239,1137,1082,665,140,209,2271,334,2782,332,472,1176,897,6955,1402,961,525
"G0500330","2000","US","3","7","Arkansas","05","Crawford","033",,,,,"0",,,,,,,,,,,,,"2720","99","N","9999","9999","9",,,,,,,,,"1542060108","22805968","Crawford County","A","+35523127","-094260230","06",,,512,1633,3982,535,1411,987,145,324,574,808,611,649,439,146,193,1905,156,1635,360,82,526,502,3216,983,589,320
"G0500350","2000","US","3","7","Arkansas","05","Crittenden","035",,,,,"0",,,,,,,,,,,,,"4920","99","N","9999","9999","9",,,,,,,,,"1580323104","68687085","Crittenden County","A","+35197701","-090272800","06",,,578,1335,1854,782,1133,1398,105,331,729,715,411,653,485,61,121,1057,345,1298,523,157,650,774,3257,1036,410,363
"G0500370","2000","US","3","7","Arkansas","05","Cross","037",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1595034998","16800413","Cross County","A","+35279599","-090786115","06",,,626,549,931,266,472,366,35,85,156,209,109,225,163,71,39,685,64,573,110,45,221,142,1280,214,176,213
"G0500390","2000","US","3","7","Arkansas","05","Dallas","039",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1728609957","1919275","Dallas County","A","+33938130","-092608187","06",,,338,231,747,63,134,124,7,63,60,78,13,59,42,27,33,372,15,185,16,13,92,28,579,96,72,91
"G0500410","2000","US","3","7","Arkansas","05","Desha","041",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1981313426","141231808","Desha County","A","+33789358","-091350302","06",,,607,267,621,113,219,300,12,55,70,179,121,174,210,55,4,508,42,303,65,14,164,60,779,151,161,223
"G0500430","2000","US","3","7","Arkansas","05","Drew","043",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2144980532","19353359","Drew County","A","+33600602","-091735642","06",,,455,376,1294,183,468,286,62,77,180,412,173,228,150,78,44,622,31,581,52,44,107,110,1301,286,98,324
"G0500450","2000","US","3","7","Arkansas","05","Faulkner","045",,,,,"0",,,,,,,,,,,,,"4400","99","N","9999","9999","9",,,,,,,,,"1676702498","43078811","Faulkner County","A","+35119477","-092379944","06",,,360,3380,4207,1066,2575,1612,1252,824,1450,2567,1144,1072,1052,101,398,2455,253,2556,414,1147,1236,1120,7041,1594,888,715
"G0500470","2000","US","3","7","Arkansas","05","Franklin","047",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1578738873","26238447","Franklin County","A","+35477580","-093884506","06",,,450,472,1104,111,407,539,55,100,116,336,109,180,169,105,45,669,21,448,209,40,144,66,1133,289,108,194
"G0500490","2000","US","3","7","Arkansas","05","Fulton","049",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1601015098","5593232","Fulton County","A","+36355003","-091729311","06",,,217,406,426,73,335,287,43,79,49,232,63,144,92,29,9,378,35,319,62,47,142,43,763,136,101,72
"G0500510","2000","US","3","7","Arkansas","05","Garland","051",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1753998615","148540166","Garland County","A","+34545307","-093075894","06",,,520,3275,3105,800,2339,1230,234,761,1444,1723,2208,1070,601,161,361,1324,230,2785,306,299,1063,880,6063,2282,1021,445
"G0500530","2000","US","3","7","Arkansas","05","Grant","053",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1636294639","3194372","Grant County","A","+34311031","-092450809","06",,,227,626,1374,149,424,387,74,92,195,198,121,214,194,42,47,638,114,498,93,62,189,169,852,147,194,230
"G0500550","2000","US","3","7","Arkansas","05","Greene","055",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1495741684","5535135","Greene County","A","+36098211","-090513709","06",,,484,904,3602,395,1011,629,144,176,420,470,305,492,215,44,86,1958,191,1087,117,116,378,309,2333,606,332,191
"G0500570","2000","US","3","7","Arkansas","05","Hempstead","057",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1887515647","32604215","Hempstead County","A","+33717614","-093647930","06",,,586,548,2164,206,443,370,40,88,157,352,211,265,228,105,71,1273,70,478,78,32,181,180,1422,361,227,156
"G0500590","2000","US","3","7","Arkansas","05","Hot Spring","059",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1592668724","18708143","Hot Spring County","A","+34337450","-092891238","06",,,417,1138,2109,315,772,590,58,125,300,589,295,332,324,49,79,803,73,941,149,48,408,321,2146,540,327,233
"G0500610","2000","US","3","7","Arkansas","05","Howard","061",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1521413675","20153742","Howard County","A","+34050292","-093964857","06",,,481,404,1347,69,190,183,9,78,97,167,113,224,98,156,17,914,60,380,33,21,81,100,706,139,138,150
"G0500630","2000","US","3","7","Arkansas","05","Independence","063",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1978183758","20183074","Independence County","A","+35757476","-091587049","06",,,553,771,2637,194,835,893,49,187,332,724,327,400,259,35,78,1711,56,895,269,82,367,275,2382,494,274,287
"G0500650","2000","US","3","7","Arkansas","05","Izard","065",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1503963686","8640533","Izard County","A","+36139475","-091874963","06",,,308,439,554,58,265,176,71,97,78,229,99,161,145,36,26,359,22,269,53,37,168,56,773,166,104,163
"G0500670","2000","US","3","7","Arkansas","05","Jackson","067",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1640818713","20519620","Jackson County","A","+35613258","-091227582","06",,,537,387,854,187,442,295,34,139,106,198,86,164,175,33,21,383,57,558,114,23,216,89,1199,219,157,268
"G0500690","2000","US","3","7","Arkansas","05","Jefferson","069",,,,,"0",,,,,,,,,,,,,"6240","99","N","9999","9999","9",,,,,,,,,"2291661025","74801688","Jefferson County","A","+34243795","-091987152","06",,,476,1656,4619,657,1698,1712,210,467,809,1533,676,845,1448,81,273,2182,452,2184,312,283,1030,800,5609,1050,613,1523
"G0500710","2000","US","3","7","Arkansas","05","Johnson","071",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1715007779","53288421","Johnson County","A","+35498657","-093484633","06",,,418,434,1985,181,629,459,55,168,127,324,225,231,88,146,45,1055,23,567,89,57,222,143,1220,429,184,129
